CustomerKey,Frequency,Recency,Monetary,R_score,F_score,M_score,RFM_score,Segment,Title,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,DateFirstPurchase,CommuteDistance,Age
14187,2,390,40.24900000000001,5,1,1,7,New Customers,,Eugene,Lu,1974-07-01 06:43:12,Married,Male,eugene15@adventure-works.com,110000.00000000001,3,4,Partial College,Professional,Y,2023-12-06,2-5 Miles,52
14188,1,530,35.86000000000001,3,1,1,5,At Risk,,Meagan,Sanchez,1973-06-22 18:14:24,Married,Female,meagan18@adventure-works.com,88000.0,4,1,High School,Professional,Y,2023-07-19,10+ Miles,53
14189,4,570,9149.052,2,3,5,10,Big Spenders,,Krista,Martin,1973-04-06 00:57:36,Married,Female,krista0@adventure-works.com,99000.00000000001,4,1,High School,Professional,N,2021-08-15,2-5 Miles,53
14190,2,534,40.24900000000001,3,1,1,5,At Risk,,Candace,Patel,1972-12-09 21:07:12,Married,Female,candace2@adventure-works.com,99000.00000000001,4,1,High School,Professional,Y,2023-07-15,2-5 Miles,53
14191,5,535,9131.441,3,4,5,12,Big Spenders,,Derrick,Martin,1978-11-28 12:28:48,Married,Male,derrick0@adventure-works.com,176000.0,4,5,Partial College,Professional,N,2021-04-09,10+ Miles,47
14192,10,516,10397.10375,3,4,5,12,Big Spenders,,Ronald,Kapoor,1972-01-28 04:48:00,Married,Male,ronald3@adventure-works.com,99000.00000000001,4,1,High School,Management,Y,2022-03-20,5-10 Miles,54
14193,2,588,40.24900000000001,2,1,1,4,At Risk,,Pamela,Vance,1972-01-05 00:00:00,Single,Female,pamela7@adventure-works.com,110000.00000000001,3,4,Partial College,Management,Y,2023-05-22,10+ Miles,54
14194,7,461,185.823,4,4,3,11,Loyal,,Cassie,Rai,1971-05-30 18:14:24,Married,Female,cassie16@adventure-works.com,132000.0,4,5,Partial College,Management,N,2023-03-12,10+ Miles,55
14195,7,515,9147.919,3,4,5,12,Big Spenders,,Clinton,Blanco,1971-09-21 10:33:36,Single,Male,clinton12@adventure-works.com,143000.0,4,5,High School,Management,N,2021-04-20,0-1 Miles,54
14196,6,358,151.734,5,4,3,12,Loyal,,Felicia,Dominguez,1972-03-16 22:04:48,Married,Female,felicia12@adventure-works.com,176000.0,3,5,Partial College,Management,N,2023-04-12,10+ Miles,54
14197,3,450,117.78800000000001,4,2,3,9,Others,,Frank,Gill,1976-08-24 14:24:00,Married,Male,frank21@adventure-works.com,110000.00000000001,3,4,Partial College,Management,Y,2023-10-07,5-10 Miles,49
14198,7,573,9139.449,2,4,5,11,Big Spenders,,Daisy,Romero,1971-03-04 18:14:24,Married,Female,daisy5@adventure-works.com,121000.00000000001,4,5,High School,Management,Y,2021-08-13,10+ Miles,55
14199,6,495,130.834,3,4,3,10,Others,,Samuel,Anderson,1970-10-01 11:31:12,Married,Male,samuel66@adventure-works.com,143000.0,4,5,High School,Management,Y,2023-06-02,0-1 Miles,55
14200,10,460,10364.10375,4,4,5,13,Most Valuable,,Colleen,Goel,1969-11-24 14:24:00,Married,Female,colleen42@adventure-works.com,77000.0,5,1,Partial High School,Skilled Manual,Y,2022-03-08,5-10 Miles,56
14201,1,413,35.86000000000001,4,1,1,6,Others,,Marie,Serrano,1969-04-29 19:12:00,Married,Female,marie40@adventure-works.com,88000.0,5,1,High School,Management,Y,2023-11-13,10+ Miles,57
14202,1,613,35.86000000000001,2,1,1,4,At Risk,,Clayton,Zeng,1969-08-23 19:12:00,Single,Male,clayton19@adventure-works.com,99000.00000000001,4,1,Partial High School,Skilled Manual,Y,2023-04-27,10+ Miles,56
14203,9,488,7789.60875,3,4,5,12,Big Spenders,,Seth,Rodriguez,1968-04-09 16:19:12,Single,Male,seth19@adventure-works.com,88000.0,5,0,High School,Management,Y,2022-02-28,10+ Miles,58
14204,3,703,78.73800000000001,1,2,2,5,At Risk,,Chelsea,Sara,1987-09-02 23:02:24,Married,Female,chelsea11@adventure-works.com,88000.0,5,0,Partial High School,Skilled Manual,N,2023-01-27,5-10 Miles,38
14205,1,653,35.86000000000001,1,1,1,3,Churned Customer,,Wesley,Wu,1968-03-16 07:40:48,Single,Male,wesley7@adventure-works.com,99000.00000000001,5,0,Partial High School,Skilled Manual,Y,2023-03-18,10+ Miles,58
14206,3,357,172.24900000000002,5,2,3,10,New Customers,,Edwin,West,1968-06-10 03:50:24,Married,Male,edwin1@adventure-works.com,110000.00000000001,4,5,Partial High School,Professional,N,2024-01-08,5-10 Miles,58
14207,6,563,9197.43,2,4,5,11,Big Spenders,Sr.,José,Saraiva,1968-09-07 11:31:12,Married,Male,josé5@adventure-works.com,121000.00000000001,4,5,Partial High School,Professional,Y,2021-09-26,10+ Miles,57
14208,7,532,129.173,3,4,3,10,Others,,Eugene,Xu,1968-08-03 16:19:12,Single,Male,eugene16@adventure-works.com,132000.0,5,5,High School,Management,Y,2023-02-04,10+ Miles,58
14209,4,417,213.36700000000002,4,3,3,10,Others,,Craig,Ramos,2000-08-22 09:36:00,Married,Male,craig16@adventure-works.com,66000.0,0,0,Bachelors,Professional,Y,2023-02-20,10+ Miles,25
14210,5,491,6183.363560000001,3,4,5,12,Big Spenders,,Jenny,Tang,2002-06-11 02:52:48,Married,Female,jenny27@adventure-works.com,88000.0,0,0,Bachelors,Professional,Y,2022-08-11,10+ Miles,24
14211,7,514,6229.18802,3,4,5,12,Big Spenders,,Emma,Bradley,2006-12-08 12:28:48,Single,Female,emma31@adventure-works.com,77000.0,0,0,Bachelors,Professional,N,2022-08-06,10+ Miles,19
14212,4,572,90.486,2,3,2,7,Others,,Erick,Madan,2000-09-19 05:45:36,Single,Male,erick7@adventure-works.com,88000.0,0,0,Bachelors,Professional,N,2023-05-10,10+ Miles,25
14213,4,416,94.88600000000001,4,3,2,9,Others,,Autumn,Guo,2001-04-29 23:02:24,Married,Female,autumn17@adventure-works.com,88000.0,0,0,Bachelors,Professional,Y,2023-05-05,10+ Miles,25
14214,7,515,6335.855020000001,3,4,5,12,Big Spenders,,Robyn,Munoz,2000-11-20 21:07:12,Single,Female,robyn5@adventure-works.com,99000.00000000001,0,0,Bachelors,Professional,Y,2022-08-13,10+ Miles,25
14215,8,519,6232.47702,3,4,5,12,Big Spenders,,Stacey,Yang,2000-10-27 12:28:48,Single,Female,stacey5@adventure-works.com,99000.00000000001,0,0,Bachelors,Professional,N,2022-08-13,10+ Miles,25
14216,5,516,6219.31002,3,4,5,12,Big Spenders,,Edwin,Zheng,2006-07-11 21:07:12,Single,Male,edwin20@adventure-works.com,77000.0,0,0,Bachelors,Professional,N,2022-08-06,10+ Miles,20
14217,5,546,153.395,2,4,3,9,Others,,Terrance,Lopez,2005-11-27 16:19:12,Single,Male,terrance14@adventure-works.com,88000.0,0,0,Bachelors,Professional,N,2023-03-08,10+ Miles,20
14218,9,501,6217.06602,3,4,5,12,Big Spenders,,Karl,Kumar,2005-08-31 12:28:48,Single,Male,karl8@adventure-works.com,99000.00000000001,0,0,Bachelors,Professional,N,2022-08-16,10+ Miles,20
14219,8,492,6318.641560000001,3,4,5,12,Big Spenders,,Christy,Ye,2000-02-19 23:02:24,Single,Female,christy9@adventure-works.com,99000.00000000001,0,0,Bachelors,Professional,N,2022-08-14,10+ Miles,26
14220,9,499,6265.80856,3,4,5,12,Big Spenders,,Latasha,Romero,2006-03-07 10:33:36,Married,Female,latasha9@adventure-works.com,110000.00000000001,0,5,High School,Management,Y,2022-08-10,10+ Miles,20
14221,4,491,90.486,3,3,2,8,Others,,Glenn,Zhao,1997-02-24 13:26:24,Single,Male,glenn11@adventure-works.com,88000.0,0,0,Bachelors,Professional,N,2023-03-06,10+ Miles,29
14222,4,383,90.486,5,3,2,10,Others,,Dawn,Zhang,2003-11-19 18:14:24,Single,Female,dawn1@adventure-works.com,88000.0,0,0,Bachelors,Professional,Y,2023-08-17,10+ Miles,22
14223,5,563,171.53400000000002,2,4,3,9,Others,,Larry,Rubio,2003-09-11 03:50:24,Married,Male,larry23@adventure-works.com,88000.0,0,0,Bachelors,Professional,N,2023-06-03,10+ Miles,22
14224,5,517,6183.340020000001,3,4,5,12,Big Spenders,,Tamara,She,2005-03-22 02:52:48,Single,Female,tamara12@adventure-works.com,121000.00000000001,0,5,Partial College,Management,Y,2022-09-07,10+ Miles,21
14225,5,493,6164.31002,3,4,5,12,Big Spenders,,Alisha,Chen,1997-04-25 21:07:12,Married,Female,alisha2@adventure-works.com,99000.00000000001,0,0,Bachelors,Professional,N,2022-08-30,10+ Miles,29
14226,6,482,6221.863560000001,3,4,5,12,Big Spenders,,Heidi,Mehta,1997-07-04 11:31:12,Single,Female,heidi16@adventure-works.com,99000.00000000001,0,0,Bachelors,Professional,N,2022-08-31,10+ Miles,29
14227,4,385,126.45600000000002,5,3,3,11,Others,,Alison,Xu,2004-02-27 12:28:48,Married,Female,alison4@adventure-works.com,110000.00000000001,0,5,High School,Management,Y,2023-02-25,10+ Miles,22
14228,2,358,82.47800000000001,5,1,2,8,New Customers,,Arturo,Raje,1996-06-05 01:55:12,Single,Male,arturo39@adventure-works.com,88000.0,0,0,Bachelors,Professional,Y,2023-04-28,10+ Miles,30
14229,2,421,82.47800000000001,4,1,2,7,Others,,Allen,Perez,1996-04-12 17:16:48,Single,Male,allen19@adventure-works.com,88000.0,0,0,Bachelors,Professional,Y,2023-05-16,10+ Miles,30
14230,7,462,6228.08802,4,4,5,13,Most Valuable,,Luis,Coleman,1996-04-18 12:28:48,Single,Male,luis4@adventure-works.com,99000.00000000001,0,0,Bachelors,Professional,N,2022-09-04,10+ Miles,30
14231,3,525,92.367,3,2,2,7,At Risk,,Kari,Sai,1997-07-16 01:55:12,Married,Female,kari7@adventure-works.com,132000.0,0,5,Partial High School,Professional,Y,2023-02-07,10+ Miles,29
14232,3,599,84.997,2,2,2,6,At Risk,,Omar,Huang,2002-04-22 05:45:36,Married,Male,omar6@adventure-works.com,110000.00000000001,0,5,High School,Management,Y,2023-03-29,10+ Miles,24
14233,3,524,86.867,3,2,2,7,At Risk,,Ricardo,She,1996-04-02 06:43:12,Single,Male,ricardo0@adventure-works.com,110000.00000000001,0,5,High School,Management,Y,2023-07-02,10+ Miles,30
14234,6,466,6256.49156,4,4,5,13,Most Valuable,,Gina,Romero,1995-01-23 06:43:12,Single,Female,gina9@adventure-works.com,110000.00000000001,0,5,High School,Management,Y,2022-08-28,10+ Miles,31
14235,8,444,6250.41956,4,4,5,13,Most Valuable,,Larry,Alvarez,2001-05-08 01:55:12,Married,Male,larry6@adventure-works.com,110000.00000000001,0,5,Partial High School,Professional,N,2022-09-22,10+ Miles,25
14236,7,432,6281.252560000001,4,4,5,13,Most Valuable,,Abigail,Richardson,2001-12-13 07:40:48,Married,Female,abigail14@adventure-works.com,121000.00000000001,0,5,High School,Management,Y,2022-09-20,10+ Miles,24
14237,5,508,99.275,3,4,2,9,Others,,Kate,Andersen,2001-03-22 16:19:12,Married,Female,kate10@adventure-works.com,132000.0,0,5,Partial High School,Professional,Y,2023-04-06,10+ Miles,25
14238,7,438,6207.1880200000005,4,4,5,13,Most Valuable,,Jay,Gonzalez,1995-01-08 04:48:00,Married,Male,jay25@adventure-works.com,132000.0,0,5,Partial High School,Professional,Y,2022-09-12,10+ Miles,31
14239,2,578,3624.9702500000003,2,1,5,8,Big Spenders,,Maria,Peterson,1961-06-05 21:07:12,Married,Female,maria17@adventure-works.com,77000.0,5,0,Bachelors,Management,Y,2022-05-05,10+ Miles,65
14240,6,553,3730.52625,2,4,5,11,Big Spenders,,Caroline,Foster,1961-06-04 17:16:48,Married,Female,caroline17@adventure-works.com,88000.0,4,0,Bachelors,Management,N,2022-05-25,1-2 Miles,65
14241,3,519,93.412,3,2,2,7,At Risk,,Grace,Wood,1961-11-03 16:19:12,Married,Female,grace49@adventure-works.com,121000.00000000001,2,4,Graduate Degree,Management,Y,2023-07-30,2-5 Miles,64
14242,4,577,3686.53725,2,3,5,10,Big Spenders,,Rafael,Ye,1962-07-14 13:26:24,Married,Male,rafael10@adventure-works.com,77000.0,5,0,Bachelors,Management,Y,2022-06-11,1-2 Miles,64
14243,2,635,79.167,1,1,2,4,At Risk,,Gregory,Winston,1968-09-20 05:45:36,Single,Female,gregory27@adventure-works.com,99000.00000000001,5,0,Bachelors,Management,Y,2023-04-05,5-10 Miles,57
14244,5,377,170.45600000000002,5,4,3,12,Loyal,,Jennifer,Griffin,1975-01-07 12:28:48,Married,Female,jennifer94@adventure-works.com,99000.00000000001,5,0,Bachelors,Management,Y,2023-04-17,5-10 Miles,51
14245,2,701,62.667,1,1,2,4,At Risk,,Ana,Russell,1963-01-08 00:57:36,Married,Female,ana18@adventure-works.com,99000.00000000001,5,0,Bachelors,Management,Y,2023-01-29,5-10 Miles,63
14246,2,670,79.167,1,1,2,4,At Risk,,Devin,Garcia,1968-08-18 18:14:24,Single,Male,devin15@adventure-works.com,99000.00000000001,5,0,Bachelors,Management,Y,2023-03-01,5-10 Miles,57
14247,3,356,89.606,5,2,2,9,New Customers,,Hunter,Allen,1962-03-26 08:38:24,Married,Male,hunter57@adventure-works.com,99000.00000000001,5,0,Bachelors,Management,Y,2024-01-09,5-10 Miles,64
14248,2,464,62.667,4,1,2,7,Others,,Misty,Tang,1962-03-29 20:09:36,Married,Female,misty5@adventure-works.com,110000.00000000001,2,3,Graduate Degree,Management,Y,2023-09-23,5-10 Miles,64
14249,3,581,106.10600000000001,2,2,3,7,At Risk,,Eduardo,Thomas,1962-01-28 12:28:48,Married,Male,eduardo9@adventure-works.com,121000.00000000001,2,4,Graduate Degree,Management,Y,2023-05-29,5-10 Miles,64
14250,2,489,34.067,3,1,1,5,At Risk,,Adam,Collins,1962-09-24 11:31:12,Single,Male,adam32@adventure-works.com,143000.0,2,3,Bachelors,Management,N,2023-08-29,0-1 Miles,63
14251,2,421,79.167,4,1,2,7,Others,,Alex,Brooks,1962-10-16 12:28:48,Married,Male,alex4@adventure-works.com,187000.00000000003,2,3,Graduate Degree,Management,Y,2023-11-05,5-10 Miles,63
14252,3,377,106.106,5,2,3,10,New Customers,,Destiny,Cook,1963-09-13 06:43:12,Married,Female,destiny28@adventure-works.com,110000.00000000001,2,3,Graduate Degree,Management,Y,2023-12-19,1-2 Miles,62
14253,6,569,3734.3872499999998,2,4,5,11,Big Spenders,,Eduardo,Scott,1964-02-20 08:38:24,Single,Male,eduardo29@adventure-works.com,121000.00000000001,2,4,Bachelors,Management,Y,2022-05-31,5-10 Miles,62
14254,3,548,89.606,2,2,2,6,At Risk,,Tabitha,Gill,1963-12-25 12:28:48,Married,Female,tabitha34@adventure-works.com,121000.00000000001,2,4,Bachelors,Management,N,2023-07-01,5-10 Miles,62
14255,4,569,3717.8982499999997,2,3,5,10,Big Spenders,,Jonathan,Jackson,1963-05-22 14:24:00,Single,Male,jonathan65@adventure-works.com,121000.00000000001,2,4,Bachelors,Management,Y,2022-06-08,5-10 Miles,63
14256,3,570,3676.6482499999997,2,2,5,9,Big Spenders,,Elizabeth,Robinson,1963-08-23 09:36:00,Single,Female,elizabeth22@adventure-works.com,187000.00000000003,2,3,Graduate Degree,Management,N,2022-06-10,0-1 Miles,62
14257,2,500,94.028,3,1,2,6,At Risk,,James,Carter,1963-04-23 14:24:00,Married,Male,james60@adventure-works.com,187000.00000000003,2,3,Graduate Degree,Management,Y,2023-08-18,0-1 Miles,63
14258,3,342,89.05600000000001,5,2,2,9,New Customers,,Haley,Foster,1964-12-31 21:07:12,Single,Female,haley35@adventure-works.com,77000.0,4,0,Bachelors,Management,Y,2024-01-23,10+ Miles,61
14259,4,474,3994.02102,3,3,5,11,Big Spenders,,Antonio,Flores,1975-01-02 21:07:12,Single,Male,antonio12@adventure-works.com,44000.0,3,0,Partial College,Skilled Manual,Y,2022-09-15,5-10 Miles,51
14260,6,487,4087.8525600000007,3,4,5,12,Big Spenders,,Frank,Ruiz,1975-11-26 00:00:00,Single,Male,frank32@adventure-works.com,44000.0,3,0,Partial College,Skilled Manual,Y,2022-09-04,5-10 Miles,50
14261,5,411,6219.31002,4,4,5,13,Most Valuable,,Meredith,Subram,1974-12-13 00:00:00,Single,Female,meredith12@adventure-works.com,77000.0,2,0,Graduate Degree,Management,Y,2022-09-08,5-10 Miles,51
14262,6,390,6217.793560000001,5,4,5,14,Most Valuable,,Jon,He,1982-03-08 11:31:12,Married,Male,jon39@adventure-works.com,77000.0,2,0,Graduate Degree,Management,Y,2022-09-02,1-2 Miles,44
14263,5,386,6212.72102,5,4,5,14,Most Valuable,,Nina,Lal,1976-02-22 03:50:24,Single,Female,nina9@adventure-works.com,88000.0,2,0,Partial College,Skilled Manual,Y,2022-08-31,5-10 Miles,50
14264,7,485,5739.502560000001,3,4,5,12,Big Spenders,,Karl,Lal,1976-02-03 14:24:00,Single,Male,karl9@adventure-works.com,88000.0,2,0,Partial College,Skilled Manual,N,2022-09-14,1-2 Miles,50
14265,9,361,236.74200000000002,5,4,3,12,Loyal,,Garrett,Bell,2000-07-26 17:16:48,Single,Male,garrett18@adventure-works.com,33000.0,0,0,Partial College,Skilled Manual,Y,2023-07-01,5-10 Miles,26
14266,2,673,62.667,1,1,2,4,At Risk,,Cory,Patel,2000-10-17 01:55:12,Married,Male,cory1@adventure-works.com,33000.0,0,0,Partial College,Skilled Manual,Y,2023-02-26,5-10 Miles,25
14267,4,446,3065.0482500000003,4,3,4,11,Most Valuable,,Lauren,Wood,2001-02-20 12:28:48,Single,Female,lauren49@adventure-works.com,33000.0,0,0,Partial College,Skilled Manual,N,2022-06-01,1-2 Miles,25
14268,3,431,3010.0592500000002,4,2,4,10,Big Spenders,,Isabella,Roberts,2006-11-08 08:38:24,Single,Female,isabella43@adventure-works.com,33000.0,0,0,High School,Skilled Manual,Y,2022-06-26,5-10 Miles,19
14269,2,465,94.028,4,1,2,7,Others,,Tony,She,2001-05-09 05:45:36,Married,Male,tony3@adventure-works.com,33000.0,0,0,High School,Skilled Manual,Y,2023-09-22,5-10 Miles,25
14270,4,600,1973.61725,2,3,4,9,Big Spenders,,James,Ross,2000-05-28 13:26:24,Single,Male,james19@adventure-works.com,66000.0,0,0,Partial College,Skilled Manual,N,2022-06-20,1-2 Miles,26
14271,1,664,24.178,1,1,1,3,Churned Customer,,Lucas,Wright,1999-05-14 01:55:12,Married,Male,lucas43@adventure-works.com,33000.0,0,0,High School,Skilled Manual,Y,2023-03-07,5-10 Miles,27
14272,5,447,3041.9372500000004,4,4,4,12,Most Valuable,,Sydney,Ward,1999-05-14 01:55:12,Single,Female,sydney13@adventure-works.com,33000.0,0,0,High School,Skilled Manual,N,2022-06-07,1-2 Miles,27
14273,2,482,79.167,3,1,2,6,At Risk,,Angel,Parker,2004-10-11 21:07:12,Single,Male,angel21@adventure-works.com,66000.0,0,0,Partial College,Skilled Manual,N,2023-09-05,1-2 Miles,21
14274,6,368,133.716,5,4,3,12,Loyal,,Edward,Williams,2002-02-03 12:28:48,Married,Male,edward24@adventure-works.com,66000.0,0,0,Partial College,Professional,Y,2023-04-27,5-10 Miles,24
14275,6,462,5674.20502,4,4,5,13,Most Valuable,,Arthur,Prasad,1977-03-26 00:57:36,Single,Male,arthur11@adventure-works.com,88000.0,2,0,High School,Skilled Manual,Y,2022-09-18,5-10 Miles,49
14276,11,490,5785.29402,3,4,5,12,Big Spenders,,Melody,Suarez,1977-09-25 07:40:48,Single,Female,melody19@adventure-works.com,88000.0,2,0,High School,Skilled Manual,Y,2022-09-06,5-10 Miles,48
14277,5,482,5716.413560000001,3,4,5,12,Big Spenders,,Jerry,She,1985-01-13 03:50:24,Single,Male,jerry0@adventure-works.com,77000.0,2,0,High School,Skilled Manual,N,2022-09-20,1-2 Miles,41
14278,5,495,195.20600000000002,3,4,3,10,Others,,Olivia,Sanchez,1987-08-16 13:26:24,Married,Female,olivia25@adventure-works.com,143000.0,0,1,Graduate Degree,Management,Y,2023-07-18,10+ Miles,38
14279,7,464,5651.479020000001,4,4,5,13,Most Valuable,,Taylor,Barnes,1987-09-01 19:12:00,Married,Female,taylor28@adventure-works.com,143000.0,0,1,Graduate Degree,Management,Y,2022-09-05,0-1 Miles,38
14280,2,621,62.667,2,1,2,5,At Risk,,Isaac,Oliver,1998-02-26 02:52:48,Single,Male,isaac31@adventure-works.com,88000.0,0,0,Bachelors,Management,N,2023-04-19,2-5 Miles,28
14281,7,474,5220.93,3,4,5,12,Big Spenders,,Daniel,Wilson,1998-08-08 16:19:12,Single,Male,daniel25@adventure-works.com,88000.0,0,0,Bachelors,Management,N,2023-05-07,0-1 Miles,28
14282,9,357,214.74200000000002,5,4,3,12,Loyal,,Brianna,Lewis,1999-06-06 06:43:12,Single,Female,brianna20@adventure-works.com,33000.0,0,0,High School,Professional,Y,2023-03-06,5-10 Miles,27
14283,3,588,1979.9092500000002,2,2,4,8,Big Spenders,,Seth,Simmons,2006-06-08 05:45:36,Single,Male,seth63@adventure-works.com,66000.0,0,0,Partial College,Professional,N,2022-06-20,1-2 Miles,20
14284,2,591,1946.9202500000001,2,1,4,7,Big Spenders,,Wyatt,Anderson,1999-09-14 00:57:36,Single,Male,wyatt10@adventure-works.com,66000.0,0,0,Partial College,Professional,N,2022-06-09,1-2 Miles,26
14285,3,604,1985.4092500000002,2,2,4,8,Big Spenders,,Taylor,Hughes,2006-08-13 08:38:24,Single,Female,taylor36@adventure-works.com,66000.0,0,0,Partial College,Professional,N,2022-05-29,1-2 Miles,19
14286,7,485,5757.83802,3,4,5,12,Big Spenders,,Kristine,Hernandez,1982-02-02 20:09:36,Married,Female,kristine5@adventure-works.com,132000.0,1,2,Bachelors,Management,Y,2022-09-25,2-5 Miles,44
14287,4,490,5655.57102,3,3,5,11,Big Spenders,,Derek,Xie,1995-04-11 00:00:00,Single,Male,derek3@adventure-works.com,165000.0,0,0,Graduate Degree,Management,Y,2022-09-08,0-1 Miles,31
14288,4,563,3686.53725,2,3,5,10,Big Spenders,,Christina,Ramirez,1990-02-07 12:28:48,Single,Female,christina5@adventure-works.com,143000.0,0,1,Graduate Degree,Management,N,2022-05-30,0-1 Miles,36
14289,5,568,3714.57625,2,4,5,11,Big Spenders,,Jessica,Martinez,1990-08-19 01:55:12,Single,Female,jessica65@adventure-works.com,165000.0,0,0,Bachelors,Management,N,2022-05-31,0-1 Miles,35
14290,4,557,3715.1372499999998,2,3,5,10,Big Spenders,,Jonathan,Wilson,1979-09-01 18:14:24,Single,Male,jonathan57@adventure-works.com,77000.0,2,0,Partial High School,Skilled Manual,Y,2022-07-21,5-10 Miles,46
14291,8,503,284.28400000000005,3,4,3,10,Others,,Tyler,White,1980-03-08 20:09:36,Single,Male,tyler1@adventure-works.com,77000.0,2,0,Partial High School,Skilled Manual,N,2023-01-28,1-2 Miles,46
14292,4,554,3651.66725,2,3,5,10,Big Spenders,,Isabella,Ross,1986-09-07 04:48:00,Single,Female,isabella15@adventure-works.com,77000.0,2,0,Partial High School,Skilled Manual,Y,2022-07-20,5-10 Miles,39
14293,2,501,51.117000000000004,3,1,2,6,At Risk,,Kyle,Campbell,1979-08-06 01:55:12,Married,Male,kyle37@adventure-works.com,66000.0,2,0,High School,Professional,N,2023-08-17,5-10 Miles,47
14294,3,616,89.606,2,2,2,6,At Risk,,Steven,Gray,1980-06-25 21:07:12,Married,Male,steven16@adventure-works.com,66000.0,2,0,High School,Professional,N,2023-04-24,1-2 Miles,46
14295,2,583,62.667,2,1,2,5,At Risk,,Hannah,Thomas,1980-01-25 22:04:48,Single,Female,hannah10@adventure-works.com,66000.0,2,0,High School,Professional,Y,2023-05-27,5-10 Miles,46
14296,4,583,50.545,2,3,2,7,Others,,Benjamin,Russell,1979-11-19 15:21:36,Married,Male,benjamin21@adventure-works.com,66000.0,2,0,High School,Professional,N,2023-05-27,1-2 Miles,46
14297,4,552,3668.95925,2,3,5,10,Big Spenders,,Kristin,Raji,1979-06-27 15:21:36,Married,Female,kristin18@adventure-works.com,77000.0,3,2,Partial College,Professional,Y,2022-07-15,5-10 Miles,47
14298,5,559,3702.23425,2,4,5,11,Big Spenders,,Kaitlyn,Jenkins,1980-01-25 22:04:48,Married,Female,kaitlyn74@adventure-works.com,77000.0,3,2,Partial College,Professional,Y,2022-07-14,5-10 Miles,46
14299,3,483,5619.635560000001,3,2,5,10,Big Spenders,,Jermaine,Chandra,1991-07-24 23:02:24,Married,Male,jermaine1@adventure-works.com,99000.00000000001,2,2,Bachelors,Professional,N,2022-09-06,0-1 Miles,35
14300,8,460,5855.002560000001,4,4,5,13,Most Valuable,,Colin,He,1991-02-24 03:50:24,Single,Male,colin19@adventure-works.com,99000.00000000001,4,4,Bachelors,Professional,Y,2022-09-13,1-2 Miles,35
14301,4,467,5657.024560000001,4,3,5,12,Most Valuable,,Ruben,Vazquez,1985-06-28 00:57:36,Married,Male,ruben38@adventure-works.com,77000.0,1,0,Partial College,Skilled Manual,Y,2022-08-31,5-10 Miles,41
14302,5,478,5654.802560000001,3,4,5,12,Big Spenders,,April,Beck,1985-11-14 05:45:36,Single,Female,april16@adventure-works.com,77000.0,1,0,Partial College,Skilled Manual,Y,2022-08-27,5-10 Miles,40
14303,5,468,4000.5990200000006,4,4,5,13,Most Valuable,,Briana,Ramos,1985-10-16 05:45:36,Married,Female,briana14@adventure-works.com,66000.0,1,0,Bachelors,Professional,Y,2022-09-18,0-1 Miles,40
14304,4,437,3955.52102,4,3,5,12,Most Valuable,,Jacquelyn,Jimenez,1991-10-08 08:38:24,Married,Female,jacquelyn5@adventure-works.com,66000.0,1,0,Bachelors,Professional,Y,2022-09-25,0-1 Miles,34
14305,7,453,4017.41802,4,4,5,13,Most Valuable,,Brendan,Shen,1985-11-09 14:24:00,Married,Male,brendan2@adventure-works.com,66000.0,1,0,Bachelors,Professional,Y,2022-09-18,0-1 Miles,40
14306,6,457,4018.5525600000005,4,4,5,13,Most Valuable,,Byron,Ramos,1984-06-29 23:02:24,Married,Male,byron11@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-09-03,0-1 Miles,42
14307,5,535,215.886,3,4,3,10,Others,,Ross,Perez,1984-08-01 10:33:36,Married,Male,ross20@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2023-02-18,5-10 Miles,42
14308,7,482,5654.4380200000005,3,4,5,12,Big Spenders,,Marie,Ramos,2003-05-25 02:52:48,Single,Female,marie41@adventure-works.com,110000.00000000001,0,0,Bachelors,Professional,N,2022-09-13,2-5 Miles,23
14309,3,423,109.417,4,2,3,9,Others,,Orlando,Sanz,1990-04-19 06:43:12,Single,Male,orlando20@adventure-works.com,121000.00000000001,0,0,Graduate Degree,Management,N,2023-02-24,1-2 Miles,36
14310,9,473,5720.725560000001,3,4,5,12,Big Spenders,,Jon,Zeng,1996-11-27 05:45:36,Single,Male,jon42@adventure-works.com,121000.00000000001,0,0,Graduate Degree,Management,N,2022-09-16,0-1 Miles,29
14311,5,508,152.29500000000002,3,4,3,10,Others,,Erik,Alvarez,2002-12-19 12:28:48,Single,Male,erik6@adventure-works.com,121000.00000000001,0,0,Graduate Degree,Management,N,2023-03-05,1-2 Miles,23
14312,4,515,210.39700000000002,3,3,3,9,Others,,Claudia,Lin,1983-11-17 22:04:48,Married,Female,claudia6@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2023-02-17,5-10 Miles,42
14313,7,406,244.68400000000003,5,4,3,12,Loyal,,Christian,Smith,1983-11-04 00:00:00,Married,Male,christian30@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2023-08-08,5-10 Miles,42
